2016-10-25,0.8902,1.0891,3.4200,1.0821
2016-10-26,0.8947,1.0925,3.4065,1.0838
2016-10-27,0.8916,1.0927,3.4261,1.0838
2016-12-20,0.8398,1.0364,3.4801,1.0687
2016-10-28,0.8991,1.0922,3.4841,1.0855
2016-10-31,0.9005,1.0946,3.4836,1.0820
2016-10-29,0.8991,1.0922,3.4841,1.0855
2016-10-30,0.8991,1.0922,3.4841,1.0855
2016-11-01,0.9017,1.1025,3.5239,1.0823
2016-11-02,0.9006,1.1095,3.5967,1.0787
2016-12-21,0.8424,1.0421,3.4729,1.0689
2016-11-03,0.8866,1.1064,3.5720,1.0787
2016-12-22,0.8465,1.0444,3.4761,1.0706
2016-11-04,0.8881,1.1093,3.5996,1.0774
2016-11-07,0.8904,1.1062,3.5445,1.0789
2016-11-05,0.8881,1.1093,3.5996,1.0774
2016-11-06,0.8881,1.1093,3.5996,1.0774
2016-11-08,0.8909,1.1038,3.5364,1.0778
2016-11-09,0.8903,1.1022,3.5565,1.0793
2016-11-10,0.8779,1.0895,3.5815,1.0762
2016-11-11,0.8613,1.0904,3.7208,1.0732
2016-11-14,0.8599,1.0777,3.7153,1.0739
2016-11-12,0.8613,1.0904,3.7208,1.0732
2016-11-13,0.8613,1.0904,3.7208,1.0732
2016-11-15,0.8664,1.0765,3.7006,1.0758
2016-11-16,0.8611,1.0702,3.6791,1.0738
2016-11-17,0.8606,1.0717,3.6550,1.0737
2016-12-30,0.8562,1.0541,3.4305,1.0739
2016-12-23,0.8528,1.0446,3.4146,1.0711
2016-12-27,0.8530,1.0445,3.4256,1.0754
2016-12-24,0.8528,1.0446,3.4146,1.0711
2016-12-25,0.8528,1.0446,3.4146,1.0711
2016-12-26,0.8528,1.0446,3.4146,1.0711
2016-12-28,0.8513,1.0401,3.4026,1.0714
2016-12-29,0.8530,1.0453,3.4123,1.0714
2017-01-02,0.8514,1.0465,3.4265,1.0711
2016-12-31,0.8562,1.0541,3.4305,1.0739
2017-01-01,0.8562,1.0541,3.4305,1.0739
2017-01-03,0.8457,1.0385,3.3916,1.0702
2017-01-04,0.8495,1.0437,3.3784,1.0707
2017-01-05,0.8544,1.0501,3.3742,1.0704
2017-01-09,0.8666,1.0516,3.3780,1.0721
2017-01-06,0.8565,1.0589,3.3905,1.0725
2017-01-07,0.8565,1.0589,3.3905,1.0725
2016-11-18,0.8622,1.0629,3.6049,1.0711
2016-11-21,0.8573,1.0631,3.5667,1.0727
2016-11-19,0.8622,1.0629,3.6049,1.0711
2016-11-20,0.8622,1.0629,3.6049,1.0711
2016-11-22,0.8542,1.0617,3.5497,1.0730
2016-11-23,0.8539,1.0602,3.5860,1.0731
2016-11-24,0.8480,1.0548,3.5909,1.0727
2016-12-07,0.8510,1.0730,3.6457,1.0834
2016-11-25,0.8518,1.0592,3.6394,1.0736
2016-11-29,0.8482,1.0576,3.6009,1.0752
2016-11-26,0.8518,1.0592,3.6394,1.0736
2016-11-27,0.8518,1.0592,3.6394,1.0736
2016-11-28,0.8518,1.0592,3.6394,1.0736
2016-11-30,0.8525,1.0635,3.6118,1.0803
2016-12-01,0.8410,1.0627,3.6597,1.0764
2016-12-08,0.8500,1.0762,3.6599,1.0853
2016-12-02,0.8430,1.0642,3.6909,1.0751
2016-12-05,0.8417,1.0702,3.7044,1.0797
2016-12-03,0.8430,1.0642,3.6909,1.0751
2016-12-04,0.8430,1.0642,3.6909,1.0751
2016-12-06,0.8421,1.0734,3.6837,1.0833
2016-12-09,0.8394,1.0559,3.5815,1.0756
2016-12-12,0.8390,1.0596,3.5953,1.0772
2016-12-10,0.8394,1.0559,3.5815,1.0756
2016-12-11,0.8394,1.0559,3.5815,1.0756
2017-01-08,0.8565,1.0589,3.3905,1.0725
2017-01-10,0.8694,1.0567,3.3743,1.0737
2017-01-11,0.8673,1.0503,3.3786,1.0721
2017-01-12,0.8684,1.0679,3.3718,1.0742
2017-01-18,0.8683,1.0664,3.4367,1.0706
2017-01-13,0.8755,1.0661,3.4097,1.0728
2017-01-16,0.8781,1.0594,3.4130,1.0709
2017-01-14,0.8755,1.0661,3.4097,1.0728
2017-01-15,0.8755,1.0661,3.4097,1.0728
2017-01-17,0.8679,1.0684,3.4305,1.0712
2017-01-19,0.8656,1.0668,3.4223,1.0729
2017-02-16,0.8511,1.0652,3.2402,1.0647
2017-01-20,0.8660,1.0632,3.3977,1.0727
2017-01-23,0.8615,1.0715,3.3873,1.0727
2017-01-21,0.8660,1.0632,3.3977,1.0727
2017-01-22,0.8660,1.0632,3.3977,1.0727
2017-01-24,0.8635,1.0748,3.4000,1.0738
2017-01-25,0.8532,1.0743,3.4057,1.0732
2017-01-26,0.8514,1.0700,3.4093,1.0693
2017-01-27,0.8517,1.0681,3.3834,1.0689
2017-01-30,0.8494,1.0630,3.3318,1.0669
2017-01-28,0.8517,1.0681,3.3834,1.0689
2017-01-29,0.8517,1.0681,3.3834,1.0689
2017-01-31,0.8611,1.0755,3.3535,1.0668
2017-02-01,0.8542,1.0790,3.3918,1.0680
2017-02-02,0.8607,1.0808,3.3659,1.0690
2017-02-17,0.8572,1.0650,3.2928,1.0637
2017-02-03,0.8601,1.0741,3.3641,1.0695
2017-02-06,0.8595,1.0712,3.3408,1.0670
2017-02-04,0.8601,1.0741,3.3641,1.0695
2017-02-05,0.8601,1.0741,3.3641,1.0695
2017-02-07,0.8633,1.0675,3.3378,1.0658
2017-02-08,0.8532,1.0665,3.3330,1.0637
2017-02-09,0.8509,1.0692,3.3329,1.0672
2017-02-10,0.8529,1.0629,3.3070,1.0669
2017-02-13,0.8489,1.0629,3.3159,1.0673
2017-02-11,0.8529,1.0629,3.3070,1.0669
2017-02-12,0.8529,1.0629,3.3070,1.0669
2017-02-14,0.8510,1.0623,3.2881,1.0659
2017-02-15,0.8500,1.0555,3.2505,1.0652
2017-02-20,0.8515,1.0616,3.2884,1.0650
2017-02-18,0.8572,1.0650,3.2928,1.0637
2017-02-19,0.8572,1.0650,3.2928,1.0637
2017-02-21,0.8486,1.0537,3.2623,1.0639
2017-02-22,0.8445,1.0513,3.2422,1.0642
2017-02-23,0.8463,1.0573,3.2412,1.0663
